The day before Curl Trenary,modern_love
Swore out a warrant through Justice Arnett,modern_love
For stealing hogs.,modern_love
But that's not the reason he turned a soldier.,modern_love
He caught me running with Lucius Atherton.,modern_love
We quarreled and I told him never again,modern_love
To cross my path.,modern_love
Then he stole the hogs and went to the war,modern_love
Back of every soldier is a woman.He protested all his life long,modern_love
The newspapers lied about him villainously;,modern_love
"That he was not at fault for Minerva's fall,",modern_love
But only tried to help her.,modern_love
Poor soul so sunk in sin he could not see,modern_love
"That even trying to help her, as he called it,",modern_love
He had broken the law human and divine.,modern_love
"Passers by, an ancient admonition to you:",modern_love
"If your ways would be ways of pleasantness,",modern_love
"And all your pathways peace,",modern_love
Love God and keep his commandments.,modern_love
"And lights were paling out of the West,",modern_love
"You would come hither, and bend your head,",modern_love
And I would lay my head on your breast;,modern_love
"And you would murmur tender words,",modern_love
"Forgiving me, because you were dead:",modern_love
"Nor would you rise and hasten away,",modern_love
"Though you have the will of wild birds,",modern_love
But know your hair was bound and wound,modern_love
About the stars and moon and sun:,modern_love
"O would, beloved, that you lay",modern_love
"Under the dock-leaves in the ground,",modern_love
"While lights were paling one by one.Never give all the heart, for love",modern_love
Will hardly seem worth thinking of,modern_love
To passionate women if it seem,modern_love
"Certain, and they never dream",modern_love
That it fades out from kiss to kiss;,modern_love
For everything thats lovely is,modern_love
"But a brief, dreamy, kind delight.",modern_love
"O never give the heart outright,",modern_love
"For they, for all smooth lips can say,",modern_love
Have given their hearts up to the play.,modern_love
And who could play it well enough,modern_love
If deaf and dumb and blind with love?,modern_love
"He that made this knows all the cost,",modern_love
For he gave all his heart and lost.Why should I blame her that she filled my days,modern_love
"With misery, or that she would of late",modern_love
"Have taught to ignorant men most violent ways,",modern_love
"Or hurled the little streets upon the great,",modern_love
Had they but courage equal to desire?,modern_love
What could have made her peaceful with a mind,modern_love
"That nobleness made simple as a fire,",modern_love
There is a fish in me . . . I know I came from salt-blue water-gates . . . I scurried with shoals of herring . . . I blew waterspouts with porpoises . . . before land was . . . before the water went down . . . before Noah . . . before the first chapter of Genesis.,modern_nature
